,0,1,2,3,4,5,6,7,8,9
376,200953,200953,200953,200953,200953,200953,200953,200953,200953,200953
377,577,577,577,577,577,577,577,577,577,577
378,197204,197204,197204,197204,197204,197204,197204,197204,197204,197204
379,20057,20057,20057,20057,20057,20057,20057,20057,20057,20057
380,31337,31337,31337,31337,31337,31337,31337,31337,31337,31337
381,18822,18822,18822,18822,18822,18822,18822,18822,18822,18822
382,207841,207841,207841,207841,207841,207841,207841,207841,207841,207841
383,12991,12991,12991,12991,12991,12991,12991,12991,12991,12991
384,25091,25091,25091,25091,25091,25091,25091,25091,25091,25091
385,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716
386,198930,198930,198930,198930,198930,198930,198930,198930,198930,198930
387,4750,4750,4750,4750,4750,4750,4750,4750,4750,4750
388,33582,33582,33582,33582,33582,33582,33582,33582,33582,33582
389,207423,207423,207423,207423,207423,207423,207423,207423,207423,207423
390,9790,9790,9790,9790,9790,9790,9790,9790,9790,9790
391,202042,202042,202042,202042,202042,202042,202042,202042,202042,202042
392,30298,30298,30298,30298,30298,30298,30298,30298,30298,30298
393,6360,6360,6360,6360,6360,6360,6360,6360,6360,6360
394,48154,48154,48154,48154,48154,48154,48154,48154,48154,48154
395,56837,56837,56837,56837,56837,56837,56837,56837,56837,56837
396,44539,44539,44539,44539,44539,44539,44539,44539,44539,44539
397,3663,3663,3663,3663,3663,3663,3663,3663,3663,3663
398,3301,3301,3301,3301,3301,3301,3301,3301,3301,3301
399,45671,45671,45671,45671,45671,45671,45671,45671,45671,45671
400,30938,30938,30938,30938,30938,30938,30938,30938,30938,30938
401,12306,12306,12306,12306,12306,12306,12306,12306,12306,12306
402,8301,8301,8301,8301,8301,8301,8301,8301,8301,8301
403,3303,3303,3303,3303,3303,3303,3303,3303,3303,3303
404,16010,16010,16010,16010,16010,16010,16010,16010,16010,16010
405,44141,44141,44141,44141,44141,44141,44141,44141,44141,44141
406,2588,2588,2588,2588,2588,2588,2588,2588,2588,2588
407,52361,52361,52361,52361,52361,52361,52361,52361,52361,52361
408,134325,134325,134325,134325,134325,134325,134325,134325,134325,134325
409,18420,18420,18420,18420,18420,18420,18420,18420,18420,18420
410,208574,208574,208574,208574,208574,208574,208574,208574,208574,208574
411,10013,10013,10013,10013,10013,10013,10013,10013,10013,10013
412,395152,395152,395152,395152,395152,395152,395152,395152,395152,395152
413,327947,327947,327947,327947,327947,327947,327947,327947,327947,327947
414,45942,45942,45942,45942,45942,45942,45942,45942,45942,45942
415,60893,60893,60893,60893,60893,60893,60893,60893,60893,60893
416,46309,46309,46309,46309,46309,46309,46309,46309,46309,46309
417,47451,47451,47451,47451,47451,47451,47451,47451,47451,47451
418,23473,23473,23473,23473,23473,23473,23473,23473,23473,23473
419,201773,201773,201773,201773,201773,201773,201773,201773,201773,201773
420,58717,58717,58717,58717,58717,58717,58717,58717,58717,58717
421,20926,20926,20926,20926,20926,20926,20926,20926,20926,20926
422,48438,48438,48438,48438,48438,48438,48438,48438,48438,48438
423,13127,13127,13127,13127,13127,13127,13127,13127,13127,13127
424,7908,7908,7908,7908,7908,7908,7908,7908,7908,7908
425,42685,42685,42685,42685,42685,42685,42685,42685,42685,42685
426,237,237,237,237,237,237,237,237,237,237
427,63927,63927,63927,63927,63927,63927,63927,63927,63927,63927
428,50512,50512,50512,50512,50512,50512,50512,50512,50512,50512
429,131937,131937,131937,131937,131937,131937,131937,131937,131937,131937
430,4049,4049,4049,4049,4049,4049,4049,4049,4049,4049
431,327875,327875,327875,327875,327875,327875,327875,327875,327875,327875
432,205493,205493,205493,205493,205493,205493,205493,205493,205493,205493
433,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916
434,36351,36351,36351,36351,36351,36351,36351,36351,36351,36351
435,17518,17518,17518,17518,17518,17518,17518,17518,17518,17518
